lemma,rank,lForm,pos,core_pmw
黙る,2025,ダマル,動詞,16.39
仮令,2026,タトエ,副詞,40.99
インド,2027,インド,名詞,79.24
キリスト,2028,キリスト,名詞,33.7
火,2029,カ,名詞,8.2
概念,2029,ガイネン,名詞,28.23
洗う,2031,アラウ,動詞,35.52
緊急,2032,キンキュウ,名詞,81.97
妊娠,2032,ニンシン,名詞,28.23
咲く,2034,サク,動詞,25.5
終える,2035,オエル,動詞,42.81
珍しい,2036,メズラシイ,形容詞,44.63
えっ,2037,エッ,感動詞,23.68
随分,2038,ズイブン,副詞,36.43
ウインドー,2039,ウインドー,名詞,22.77
イベント,2040,イベント,名詞,61.02
景気,2040,ケイキ,名詞,63.76
歩,2040,ホ,名詞,31.88
徹底,2043,テッテイ,名詞,83.79
素材,2044,ソザイ,名詞,84.7
ビデオ,2045,ビデオ,名詞,101.1
カラー,2046,カラー,名詞,27.32
記者,2046,キシャ,名詞,115.67
回す,2048,マワス,動詞,25.5
神社,2049,ジンジャ,名詞,65.58
一応,2050,イチオウ,名詞,20.95
自宅,2051,ジタク,名詞,81.06
前提,2052,ゼンテイ,名詞,38.25
伯母,2053,オバ,名詞,22.77
終わり,2054,オワリ,名詞,28.23
香り,2055,カオリ,名詞,45.54
刺激,2056,シゲキ,名詞,29.15
戦い,2057,タタカイ,名詞,42.81
転換,2058,テンカン,名詞,40.08
大,2059,オオ,接頭辞,65.58
高速,2059,コウソク,名詞,61.93
下がる,2061,サガル,動詞,42.81
発達,2061,ハッタツ,名詞,20.04
定員,2063,テイイン,名詞,19.13
フジ,2064,フジ,名詞,50.09
施行,2065,シコウ,名詞,34.61
申告,2066,シンコク,名詞,19.13
輸送,2067,ユソウ,名詞,40.99
確立,2068,カクリツ,名詞,51.92
寂しい,2068,サビシイ,形容詞,40.08
回転,2070,カイテン,名詞,30.97
メディア,2071,メディア,名詞,73.77
支払う,2072,シハラウ,動詞,80.15
視線,2073,シセン,名詞,31.88
意外,2074,イガイ,形状詞,42.81
助ける,2075,タスケル,動詞,35.52
刑事,2076,ケイジ,名詞,35.52
暴力,2077,ボウリョク,名詞,81.97
時々,2078,トキドキ,名詞,22.77
ビール,2078,ビール,名詞,43.72
合併,2080,ガッペイ,名詞,44.63
湯,2080,ユ,名詞,53.74
街,2082,ガイ,接尾辞,51.0
構う,2083,カマウ,動詞,35.52
単に,2083,タンニ,副詞,33.7
郡,2085,グン,名詞,20.04
高める,2085,タカメル,動詞,45.54
配慮,2087,ハイリョ,名詞,89.26
桜,2088,サクラ,名詞,50.09
追加,2088,ツイカ,名詞,63.76
当初,2090,トウショ,名詞,71.95
遅れる,2091,オクレル,動詞,36.43
下ろす,2092,オロス,動詞,21.86
係,2092,カカリ,名詞,25.5
季節,2092,キセツ,名詞,46.45
経る,2095,ヘル,動詞,65.58
未来,2096,ミライ,名詞,40.99
公害,2097,コウガイ,名詞,163.94
主体,2097,シュタイ,名詞,51.92
後,2099,ノチ,名詞,34.61
忙しい,2100,イソガシイ,形容詞,37.34
規則,2101,キソク,名詞,21.86
面倒,2102,メンドウ,名詞,40.99
一瞬,2103,イッシュン,名詞,27.32
苦労,2104,クロウ,名詞,36.43
オン,2105,オン,名詞,39.16
ＰＣ,2106,ピーシー,名詞,45.54
んー,2106,ンー,感動詞,4.55
スーパー,2108,スーパー,名詞,56.47
報道,2109,ホウドウ,名詞,120.23
ぜ,2110,ゼ,助詞,16.39
課税,2111,カゼイ,名詞,22.77
展示,2111,テンジ,名詞,36.43
振り返る,2113,フリカエル,動詞,43.72
更新,2114,コウシン,名詞,59.2
生涯,2115,ショウガイ,名詞,25.5
消す,2116,ケス,動詞,23.68
石油,2117,セキユ,名詞,59.2
鳥,2118,トリ,名詞,66.49
重ねる,2119,カサネル,動詞,45.54
パリ,2120,パリ,名詞,57.38
講座,2121,コウザ,名詞,39.16
只,2121,タダ,名詞,36.43
飽くまで,2123,アクマデ,副詞,32.79
願い,2124,ネガイ,名詞,24.59
冷たい,2125,ツメタイ,形容詞,30.06
場面,2126,バメン,名詞,53.74
堂,2127,ドウ,接尾辞,35.52
包む,2128,ツツム,動詞,28.23
掲載,2129,ケイサイ,名詞,51.92
測定,2129,ソクテイ,名詞,17.31
領域,2129,リョウイキ,名詞,22.77
ブランド,2132,ブランド,名詞,39.16
面積,2133,メンセキ,名詞,61.02
交付,2134,コウフ,名詞,41.9
一切,2135,イッサイ,名詞,32.79
会長,2136,カイチョウ,名詞,85.62
喋る,2137,シャベル,動詞,25.5
研修,2138,ケンシュウ,名詞,65.58
ヨコハマ,2139,ヨコハマ,名詞,55.56
給付,2140,キュウフ,名詞,36.43
議会,2141,ギカイ,名詞,53.74
六,2141,ム,名詞,48.27
呼吸,2143,コキュウ,名詞,21.86
便利,2143,ベンリ,名詞,50.09
職,2145,ショク,名詞,37.34
日曜,2145,ニチヨウ,名詞,32.79
門,2145,モン,名詞,33.7
巻,2148,カン,名詞,9.11
キロメートル,2148,キロメートル,名詞,28.23
センチ,2150,センチ,名詞,51.92
就職,2151,シュウショク,名詞,80.15
益々,2152,マスマス,副詞,33.7
医学,2153,イガク,名詞,70.13
弟,2153,オトウト,名詞,15.48
出演,2155,シュツエン,名詞,74.69
単純,2155,タンジュン,形状詞,13.66
巨大,2157,キョダイ,形状詞,36.43
船,2157,セン,接尾辞,51.92
合理,2159,ゴウリ,名詞,13.66
御免,2160,ゴメン,名詞,34.61
無視,2160,ムシ,名詞,23.68
玄関,2162,ゲンカン,名詞,30.06
取り出す,2163,トリダス,動詞,25.5
鼻,2164,ハナ,名詞,23.68
解説,2165,カイセツ,名詞,52.83
軍事,2166,グンジ,名詞,71.04
破壊,2167,ハカイ,名詞,81.97
詩,2168,シ,名詞,13.66
薬,2168,ヤク,接尾辞,22.77
二十,2170,ハツ,名詞,61.93
昼,2171,ヒル,名詞,30.97
放射,2172,ホウシャ,名詞,41.9
近年,2173,キンネン,名詞,70.13
橋,2173,ハシ,名詞,29.15
テスト,2175,テスト,名詞,29.15
目立つ,2176,メダツ,動詞,67.4
レース,2176,レース,名詞,27.32
マンション,2178,マンション,名詞,61.02
施策,2179,シサク,名詞,149.37
狙う,2179,ネラウ,動詞,58.29
御覧,2181,ゴラン,名詞,17.31
広げる,2181,ヒロゲル,動詞,44.63
加工,2183,カコウ,名詞,40.99
握る,2184,ニギル,動詞,39.16
入り,2185,イリ,名詞,61.02
該当,2185,ガイトウ,名詞,16.39
伝わる,2187,ツタワル,動詞,49.18
真,2188,シン,名詞,25.5
機器,2189,キキ,名詞,56.47
暑い,2190,アツイ,形容詞,43.72
工夫,2190,クフウ,名詞,47.36
週,2190,シュウ,名詞,54.65
世話,2190,セワ,名詞,45.54
先日,2190,センジツ,名詞,35.52
速度,2195,ソクド,名詞,34.61
ミリメートル,2196,ミリメートル,名詞,23.68
動産,2197,ドウサン,名詞,30.97
兄弟,2198,キョウダイ,名詞,35.52
じっと,2198,ジット,副詞,25.5
どうぞ,2198,ドウゾ,副詞,35.52
権力,2201,ケンリョク,名詞,24.59
長官,2202,チョウカン,名詞,58.29
戻す,2202,モドス,動詞,33.7
背中,2204,セナカ,名詞,36.43
都合,2204,ツゴウ,名詞,28.23
すら,2206,スラ,助詞,43.72
バー,2206,バー,名詞,17.31
医,2208,イ,接尾辞,78.33
嫌い,2208,キライ,名詞,32.79
ホール,2210,ホール,名詞,71.04
久しい,2211,ヒサシイ,形容詞,33.7
値,2212,アタイ,名詞,16.39
ショップ,2213,ショップ,名詞,70.13
保つ,2214,タモツ,動詞,33.7
職場,2215,ショクバ,名詞,30.97
旨,2215,ムネ,名詞,26.41
要請,2217,ヨウセイ,名詞,62.85
森林,2218,シンリン,名詞,287.81
最低,2219,サイテイ,名詞,40.08
風呂,2219,フロ,名詞,44.63
向く,2219,ムク,動詞,27.32
階段,2222,カイダン,名詞,30.97
行成,2223,イキナリ,副詞,38.25
引き続く,2223,ヒキツヅク,動詞,49.18
難い,2225,ガタイ,接尾辞,28.23
大幅,2226,オオハバ,形状詞,75.6
ビジネス,2227,ビジネス,名詞,87.44
八,2228,ヤ,名詞,64.67
理事,2229,リジ,名詞,90.17
休む,2230,ヤスム,動詞,40.08
見なす,2231,ミナス,動詞,17.31
両手,2231,リョウテ,名詞,19.13
詰まる,2233,ツマル,動詞,25.5
要る,2234,イル,動詞,29.15
確定,2235,カクテイ,名詞,30.06
急ぐ,2236,イソグ,動詞,40.08
優先,2236,ユウセン,名詞,71.04
現地,2238,ゲンチ,名詞,74.69
具合,2239,グアイ,名詞,29.15
人権,2239,ジンケン,名詞,29.15
値段,2241,ネダン,名詞,57.38
笑顔,2242,エガオ,名詞,52.83
依頼,2243,イライ,名詞,45.54
進行,2243,シンコウ,名詞,41.9
実践,2245,ジッセン,名詞,56.47
トン,2246,トン,名詞,59.2
総務,2247,ソウム,名詞,94.72
分類,2248,ブンルイ,名詞,40.08
基盤,2249,キバン,名詞,92.9
シャツ,2249,シャツ,名詞,20.95
大,2251,ダイ,接尾辞,115.67
方々,2252,カタガタ,名詞,23.68
浮かぶ,2253,ウカブ,動詞,38.25
足りる,2253,タリル,動詞,29.15
菓子,2255,カシ,名詞,34.61
トイレ,2256,トイレ,名詞,38.25
尽くす,2257,ツクス,動詞,40.08
次々,2258,ツギツギ,副詞,41.9
演奏,2259,エンソウ,名詞,42.81
覗く,2259,ノゾク,動詞,23.68
爺,2261,ジイ,名詞,19.13
言わば,2262,イワバ,副詞,25.5
迫る,2262,セマル,動詞,69.22
未だ,2264,イマダ,副詞,33.7
星,2264,ホシ,名詞,28.23
見事,2266,ミゴト,形状詞,34.61
動向,2267,ドウコウ,名詞,70.13
理想,2267,リソウ,名詞,44.63
券,2269,ケン,名詞,40.99
兵,2269,ヘイ,名詞,21.86
育成,2271,イクセイ,名詞,116.58
考慮,2271,コウリョ,名詞,34.61
男子,2273,ダンシ,名詞,77.42
夫人,2274,フジン,名詞,30.06
到着,2275,トウチャク,名詞,39.16
生まれ,2276,ウマレ,名詞,39.16
協定,2276,キョウテイ,名詞,68.31
仕組み,2278,シクミ,名詞,67.4
亡くなる,2279,ナクナル,動詞,42.81
我慢,2280,ガマン,名詞,39.16
道具,2281,ドウグ,名詞,24.59
大型,2282,オオガタ,名詞,63.76
配置,2283,ハイチ,名詞,30.97
入る,2284,イル,動詞,55.56
子育て,2284,コソダテ,名詞,50.09
唇,2286,クチビル,名詞,14.57
結論,2286,ケツロン,名詞,39.16
活性,2288,カッセイ,名詞,26.41
タナカ,2289,タナカ,名詞,91.08
級,2290,キュウ,接尾辞,81.06
スタッフ,2291,スタッフ,名詞,76.51
育つ,2292,ソダツ,動詞,40.99
統一,2292,トウイツ,名詞,54.65
実質,2294,ジッシツ,名詞,36.43
ストレス,2295,ストレス,名詞,22.77
定期,2296,テイキ,名詞,81.97
僅か,2297,ワズカ,形状詞,25.5
以後,2298,イゴ,名詞,19.13
調子,2299,チョウシ,名詞,18.22
恐れ,2300,オソレ,名詞,62.85
支給,2300,シキュウ,名詞,43.72
膝,2300,ヒザ,名詞,20.95
赤ちゃん,2303,アカチャン,名詞,26.41
会員,2304,カイイン,名詞,47.36
習慣,2304,シュウカン,名詞,30.06
妹,2306,イモウト,名詞,17.31
恋,2307,コイ,名詞,40.99
注文,2308,チュウモン,名詞,36.43
並び,2309,ナラビ,名詞,21.86
連携,2310,レンケイ,名詞,155.75
策,2311,サク,名詞,81.97
廃棄,2312,ハイキ,名詞,102.92
印刷,2313,インサツ,名詞,30.06
休み,2313,ヤスミ,名詞,26.41
御腹,2315,オナカ,名詞,34.61
多少,2316,タショウ,名詞,22.77
通知,2317,ツウチ,名詞,25.5
不明,2318,フメイ,名詞,51.0
署,2319,ショ,接尾辞,67.4
知事,2320,チジ,名詞,80.15
幾ら,2321,イクラ,副詞,35.52
細かい,2321,コマカイ,形容詞,28.23
筋,2323,スジ,名詞,40.99
映像,2324,エイゾウ,名詞,56.47
経費,2325,ケイヒ,名詞,44.63
公,2325,コウ,接尾辞,30.97
天,2325,テン,名詞,13.66
自衛,2328,ジエイ,名詞,48.27
カップ,2329,カップ,名詞,51.0
反映,2330,ハンエイ,名詞,47.36
杯,2331,ハイ,名詞,58.29
長,2332,チョウ,接頭辞,46.45
地図,2333,チズ,名詞,28.23
教会,2334,キョウカイ,名詞,18.22
慌てる,2335,アワテル,動詞,23.68
日々,2335,ヒビ,名詞,40.08
離婚,2337,リコン,名詞,51.0
雲,2338,クモ,名詞,20.04
発揮,2339,ハッキ,名詞,81.97
ワイン,2340,ワイン,名詞,60.11
極く,2341,ゴク,副詞,21.86
熱い,2342,アツイ,形容詞,32.79
洋,2342,ヨウ,接尾辞,71.95
スピード,2344,スピード,名詞,43.72
靴,2345,クツ,名詞,11.84
コメント,2345,コメント,名詞,48.27
専用,2347,センヨウ,名詞,51.92
抑,2348,ソモソモ,名詞,35.52
風景,2349,フウケイ,名詞,38.25
プレー,2350,プレー,名詞,57.38
取材,2351,シュザイ,名詞,100.19
訴える,2352,ウッタエル,動詞,51.0
向け,2352,ムケ,接尾辞,96.55
主な,2354,オモナ,連体詞,51.92
取り組み,2354,トリクミ,名詞,145.73
承知,2356,ショウチ,名詞,12.75
癖,2357,クセ,名詞,38.25
対処,2357,タイショ,名詞,45.54
ボランティア,2357,ボランティア,名詞,170.32
勝ち,2360,ガチ,接尾辞,54.65
ルール,2361,ルール,名詞,45.54
水,2362,スイ,接尾辞,37.34
まー,2363,マー,感動詞,1.82
高まる,2364,タカマル,動詞,76.51
踏まえる,2365,フマエル,動詞,102.01
当たり前,2366,アタリマエ,形状詞,27.32
重視,2367,ジュウシ,名詞,71.95
売り上げ,2368,ウリアゲ,名詞,61.93
哲学,2369,テツガク,名詞,7.29
血液,2370,ケツエキ,名詞,12.75
去る,2370,サル,動詞,19.13
入り口,2372,イリグチ,名詞,29.15
■,2373,■,名詞,10.02
命ずる,2374,メイズル,動詞,20.04
シリーズ,2375,シリーズ,名詞,63.76
味噌,2376,ミソ,名詞,23.68
車両,2377,シャリョウ,名詞,48.27
登記,2378,トウキ,名詞,13.66
溢れる,2379,アフレル,動詞,40.99
オークション,2380,オークション,名詞,31.88
新規,2381,シンキ,形状詞,62.85
翌日,2381,ヨクジツ,名詞,32.79
区域,2383,クイキ,名詞,41.9
地位,2384,チイ,名詞,20.04
呟く,2385,ツブヤク,動詞,30.06
影,2386,カゲ,名詞,28.23
療法,2387,リョウホウ,名詞,18.22
玉,2388,タマ,名詞,19.13
婦人,2388,フジン,名詞,24.59
鍵,2390,カギ,名詞,28.23
控除,2391,コウジョ,名詞,11.84
天気,2392,テンキ,名詞,18.22
プラス,2392,プラス,名詞,39.16
満たす,2392,ミタス,動詞,25.5
立派,2395,リッパ,形状詞,20.95
諦める,2396,アキラメル,動詞,37.34
断る,2397,コトワル,動詞,37.34
存ずる,2398,ゾンズル,動詞,8.2
罪,2399,ツミ,名詞,38.25
優勝,2399,ユウショウ,名詞,52.83
所,2401,トコロ,名詞,35.52
気味,2402,キミ,名詞,30.06
クリーム,2403,クリーム,名詞,32.79
悲しい,2404,カナシイ,形容詞,23.68
素敵,2405,ステキ,形状詞,44.63
差別,2406,サベツ,名詞,23.68
容易,2406,ヨウイ,形状詞,39.16
防ぐ,2408,フセグ,動詞,47.36
汚染,2409,オセン,名詞,20.95
独自,2409,ドクジ,形状詞,45.54
温度,2411,オンド,名詞,32.79
性質,2412,セイシツ,名詞,10.93
恐怖,2413,キョウフ,名詞,21.86
代理,2413,ダイリ,名詞,52.83
事前,2415,ジゼン,名詞,47.36
件数,2416,ケンスウ,名詞,62.85
適当,2417,テキトウ,名詞,29.15
匹,2417,ヒキ,接尾辞,26.41
事例,2419,ジレイ,名詞,70.13
間違う,2419,マチガウ,動詞,27.32
一致,2421,イッチ,名詞,43.72
余裕,2421,ヨユウ,名詞,44.63
告げる,2423,ツゲル,動詞,20.04
朝日,2424,アサヒ,名詞,52.83
どころ,2425,ドコロ,助詞,30.97
並べる,2426,ナラベル,動詞,28.23
掃除,2427,ソウジ,名詞,35.52
輝く,2428,カガヤク,動詞,23.68
国土,2429,コクド,名詞,85.62
支持,2430,シジ,名詞,102.01
海岸,2431,カイガン,名詞,48.27
各地,2432,カクチ,名詞,51.92
閉じる,2433,トジル,動詞,25.5
発,2434,ハツ,接尾辞,30.97
両,2434,リョウ,接頭辞,51.92
世の中,2436,ヨノナカ,名詞,31.88
定義,2437,テイギ,名詞,15.48
令,2438,レイ,接尾辞,14.57
オープン,2439,オープン,名詞,58.29
入札,2440,ニュウサツ,名詞,42.81
応援,2441,オウエン,名詞,35.52
判決,2442,ハンケツ,名詞,80.15
一体,2443,イッタイ,名詞,60.11
現,2444,ゲン,接頭辞,54.65
今,2445,コン,接頭辞,40.99
兼ねる,2446,カネル,接尾辞,39.16
残り,2447,ノコリ,名詞,40.08
デジタル,2448,デジタル,名詞,109.3
つい,2449,ツイ,副詞,30.97
監査,2450,カンサ,名詞,27.32
バック,2451,バック,名詞,17.31
移る,2452,ウツル,動詞,21.86
人類,2453,ジンルイ,名詞,24.59
買い物,2454,カイモノ,名詞,65.58
宣言,2454,センゲン,名詞,49.18
バッグ,2454,バッグ,名詞,40.99
細い,2454,ホソイ,形容詞,20.95
今日,2458,コンニチ,名詞,29.15
誘う,2459,サソウ,動詞,36.43
近所,2460,キンジョ,名詞,44.63
無駄,2461,ムダ,名詞,36.43
流通,2462,リュウツウ,名詞,65.58
部隊,2463,ブタイ,名詞,55.56
古代,2464,コダイ,名詞,14.57
備える,2465,ソナエル,動詞,51.92
損害,2466,ソンガイ,名詞,42.81
一杯,2467,イッパイ,副詞,27.32
沿う,2467,ソウ,動詞,30.97
停止,2469,テイシ,名詞,52.83
形,2470,ケイ,接尾辞,5.46
アドレス,2471,アドレス,名詞,24.59
相続,2471,ソウゾク,名詞,17.31
カントウ,2473,カントウ,名詞,34.61
耐える,2474,タエル,動詞,36.43
視点,2475,シテン,名詞,34.61
当日,2475,トウジツ,名詞,48.27
訴訟,2477,ソショウ,名詞,67.4
地上,2477,チジョウ,名詞,60.11
鍋,2477,ナベ,名詞,25.5
別れる,2477,ワカレル,動詞,36.43
粉,2481,コナ,名詞,26.41
将軍,2481,ショウグン,名詞,22.77
創造,2481,ソウゾウ,名詞,41.9
パターン,2484,パターン,名詞,15.48
喜び,2485,ヨロコビ,名詞,31.88
恐れる,2486,オソレル,動詞,29.15
連中,2487,レンジュウ,名詞,9.11
株主,2488,カブヌシ,名詞,38.25
ベスト,2489,ベスト,名詞,47.36
ボックス,2489,ボックス,名詞,35.52
懸命,2491,ケンメイ,形状詞,39.16
噂,2492,ウワサ,名詞,29.15
自殺,2493,ジサツ,名詞,39.16
殺人,2494,サツジン,名詞,52.83
フリー,2495,フリー,名詞,102.01
メッセージ,2496,メッセージ,名詞,32.79
感動,2497,カンドウ,名詞,42.81
金属,2498,キンゾク,名詞,53.74
貢献,2498,コウケン,名詞,53.74
性,2498,セイ,名詞,16.39
親子,2501,オヤコ,名詞,30.97
世間,2502,セケン,名詞,32.79
従業,2503,ジュウギョウ,名詞,69.22
プロジェクト,2504,プロジェクト,名詞,50.09
任せる,2505,マカセル,動詞,40.08
少々,2506,ショウショウ,名詞,43.72
遊び,2507,アソビ,名詞,20.95
構築,2508,コウチク,名詞,88.35
強調,2509,キョウチョウ,名詞,45.54
博士,2510,ハカセ,名詞,40.08
獲得,2511,カクトク,名詞,59.2
未だ未だ,2512,マダマダ,副詞,35.52
変動,2513,ヘンドウ,名詞,20.04
切っ掛け,2514,キッカケ,名詞,59.2
強制,2515,キョウセイ,名詞,30.97
土,2515,ツチ,名詞,26.41
繋ぐ,2515,ツナグ,動詞,35.52
底,2518,ソコ,名詞,21.86
依存,2519,イゾン,名詞,25.5
免許,2519,メンキョ,名詞,94.72
たって,2521,タッテ,助詞,18.22
迷惑,2521,メイワク,名詞,30.06
金利,2523,キンリ,名詞,60.11
コーナー,2524,コーナー,名詞,24.59
怒り,2525,イカリ,名詞,22.77
チャンス,2526,チャンス,名詞,35.52
共産,2527,キョウサン,名詞,42.81
支出,2527,シシュツ,名詞,26.41
働き,2527,ハタラキ,名詞,20.95
収集,2530,シュウシュウ,名詞,80.15
未満,2531,ミマン,名詞,34.61
国立,2532,コクリツ,名詞,66.49
最早,2533,モハヤ,副詞,23.68
オブ,2534,オブ,名詞,13.66
夕方,2535,ユウガタ,名詞,27.32
出来事,2536,デキゴト,名詞,30.06
恐ろしい,2537,オソロシイ,形容詞,10.02
行,2538,ギョウ,名詞,4.55
同一,2539,ドウイツ,形状詞,18.22
皮膚,2539,ヒフ,名詞,29.15
要件,2541,ヨウケン,名詞,19.13
吸う,2542,スウ,動詞,23.68
一旦,2543,イッタン,副詞,31.88
賃金,2544,チンギン,名詞,23.68
負う,2545,オウ,動詞,30.97
適正,2546,テキセイ,形状詞,40.99
寺,2546,テラ,名詞,38.25
日記,2548,ニッキ,名詞,28.23
候補,2549,コウホ,名詞,91.99
丸,2549,マル,名詞,25.5
両方,2551,リョウホウ,名詞,26.41
